#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0060429	Epithelium development	11	1067	0.72	0.00033	10090.ENSMUSP00000004145,10090.ENSMUSP00000015003,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000038229,10090.ENSMUSP00000045993,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000103245	Stat5a,E2f4,Hdac2,Myc,Runx1,Kdm2b,Mycn,Pml,Sox2,Kat2a,Klf4
GO:0044237	Cellular metabolic process	27	6445	0.33	0.00036	10090.ENSMUSP00000001706,10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000025271,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000039098,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000076208,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000107641,10090.ENSMUSP00000110795,10090.ENSMUSP00000113070,10090.ENSMUSP00000124317,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Hoxc9,Spi1,Stat5a,Brca1,Hdac2,Myc,Pou5f1,Xrn2,Kdm2b,Cnot3,Taf7,Egr1,Foxm1,Ttf2,Pml,Taf1,Kat2a,E2f1,Tcf3,Klf4,Nr1h3,Atf2,Zbtb33,Brd4,Tbp,Usf1,Sin3a
GO:0051241	Negative regulation of multicellular organismal process	12	1304	0.67	0.00036	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000045993,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000107641	Stat5a,Nanog,Hdac2,Myc,Runx1,Mycn,Pml,Sox2,Tcf3,Klf4,Nr1h3,Atf2
GO:0008285	Negative regulation of cell population proliferation	9	680	0.83	0.00039	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000038229,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641	Hdac2,Myc,Runx1,Kdm2b,Pml,Sox2,E2f1,Klf4,Atf2
GO:0048568	Embryonic organ development	8	505	0.91	0.00039	10090.ENSMUSP00000001706,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000038229,10090.ENSMUSP00000045281,10090.ENSMUSP00000045993,10090.ENSMUSP00000064366,10090.ENSMUSP00000096755	Hoxc9,Myc,Runx1,Kdm2b,Pbx3,Mycn,Klf1,Sox2
GO:0001701	In utero embryonic development	8	512	0.9	0.00042	10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000039098,10090.ENSMUSP00000064366,10090.ENSMUSP00000080765,10090.ENSMUSP00000099407,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221	Runx1,Pou5f1,Cnot3,Klf1,Zfp42,Kat2a,Brd4,Sin3a
GO:2001251	Negative regulation of chromosome organization	5	132	1.29	0.00045	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000065645,10090.ENSMUSP00000082816,10090.ENSMUSP00000130221	Spi1,Brca1,Taf7,Pml,Sin3a
GO:0045595	Regulation of cell differentiation	14	1868	0.58	0.00049	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000045993,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000130221	Spi1,Stat5a,Nanog,Hdac2,Myc,Runx1,Pou5f1,Mycn,Sox2,Kat2a,E2f1,Tcf3,Klf4,Sin3a
GO:0009966	Regulation of signal transduction	17	2767	0.5	0.00052	10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000039098,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000113070,10090.ENSMUSP00000134272	Nanog,Brca1,Hdac2,Myc,Runx1,Pou5f1,Cnot3,Egr1,Foxm1,Pml,Sox2,Taf1,Tcf3,Klf4,Nr1h3,Brd4,Nelfe
GO:0019827	Stem cell population maintenance	5	138	1.27	0.00054	10090.ENSMUSP00000002180,10090.ENSMUSP00000012540,10090.ENSMUSP00000025271,10090.ENSMUSP00000096755,10090.ENSMUSP00000103245	Spi1,Nanog,Pou5f1,Sox2,Klf4
GO:0051571	Positive regulation of histone h3-k4 methylation	3	18	1.93	0.00058	10090.ENSMUSP00000017290,10090.ENSMUSP00000030993,10090.ENSMUSP00000134272	Brca1,Nelfa,Nelfe
GO:0044772	Mitotic cell cycle phase transition	5	147	1.24	0.00071	10090.ENSMUSP00000015003,10090.ENSMUSP00000020908,10090.ENSMUSP00000073041,10090.ENSMUSP00000099434,10090.ENSMUSP00000113070	E2f4,E2f6,Foxm1,E2f1,Brd4
GO:0001654	Eye development	7	399	0.95	0.00077	10090.ENSMUSP00000019911,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000045281,10090.ENSMUSP00000096755,10090.ENSMUSP00000103245,10090.ENSMUSP00000106025	Hdac2,Xrn2,Kdm2b,Pbx3,Sox2,Klf4,Max
GO:0006352	DNA-templated transcription, initiation	4	70	1.47	0.00080	10090.ENSMUSP00000022971,10090.ENSMUSP00000065645,10090.ENSMUSP00000098895,10090.ENSMUSP00000124317	Myc,Taf7,Taf1,Tbp
GO:0045165	Cell fate commitment	6	263	1.07	0.00080	10090.ENSMUSP00000012540,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000100979	Nanog,Runx1,Pou5f1,Pml,Sox2,Tcf3
GO:0007420	Brain development	9	759	0.78	0.00085	10090.ENSMUSP00000019911,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000045281,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000130221	Hdac2,Xrn2,Kdm2b,Pbx3,Sox2,Taf1,Kat2a,E2f1,Sin3a
GO:0010646	Regulation of cell communication	18	3215	0.46	0.00085	10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000039098,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000113070,10090.ENSMUSP00000134272	Nanog,Brca1,Hdac2,Myc,Runx1,Pou5f1,Cnot3,Egr1,Foxm1,Pml,Sox2,Taf1,Kat2a,Tcf3,Klf4,Nr1h3,Brd4,Nelfe
GO:0023051	Regulation of signaling	18	3227	0.46	0.00089	10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000039098,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000113070,10090.ENSMUSP00000134272	Nanog,Brca1,Hdac2,Myc,Runx1,Pou5f1,Cnot3,Egr1,Foxm1,Pml,Sox2,Taf1,Kat2a,Tcf3,Klf4,Nr1h3,Brd4,Nelfe
GO:0007417	Central nervous system development	10	984	0.72	0.00097	10090.ENSMUSP00000019911,10090.ENSMUSP00000023673,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000045281,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000130221	Hdac2,Runx1,Xrn2,Kdm2b,Pbx3,Sox2,Taf1,Kat2a,E2f1,Sin3a
GO:0008630	Intrinsic apoptotic signaling pathway in response to dna damage	4	75	1.44	0.0010	10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000082816,10090.ENSMUSP00000099434	Brca1,Myc,Pml,E2f1
GO:0071704	Organic substance metabolic process	27	6824	0.31	0.0010	10090.ENSMUSP00000001706,10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000025271,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000039098,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000076208,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000107641,10090.ENSMUSP00000110795,10090.ENSMUSP00000113070,10090.ENSMUSP00000124317,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Hoxc9,Spi1,Stat5a,Brca1,Hdac2,Myc,Pou5f1,Xrn2,Kdm2b,Cnot3,Taf7,Egr1,Foxm1,Ttf2,Pml,Taf1,Kat2a,E2f1,Tcf3,Klf4,Nr1h3,Atf2,Zbtb33,Brd4,Tbp,Usf1,Sin3a
GO:0008152	Metabolic process	28	7331	0.29	0.0011	10090.ENSMUSP00000001706,10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000025271,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000039098,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000076208,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000107641,10090.ENSMUSP00000110795,10090.ENSMUSP00000113070,10090.ENSMUSP00000124317,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Hoxc9,Spi1,Stat5a,Brca1,Hdac2,Myc,Pou5f1,Xrn2,Kdm2b,Cnot3,Taf7,Egr1,Foxm1,Ttf2,Pml,Sox2,Taf1,Kat2a,E2f1,Tcf3,Klf4,Nr1h3,Atf2,Zbtb33,Brd4,Tbp,Usf1,Sin3a
GO:0031400	Negative regulation of protein modification process	8	608	0.83	0.0012	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000065645,10090.ENSMUSP00000073041,10090.ENSMUSP00000098895,10090.ENSMUSP00000103245,10090.ENSMUSP00000130221	Spi1,Brca1,Hdac2,Taf7,Foxm1,Taf1,Klf4,Sin3a
GO:0048583	Regulation of response to stimulus	19	3651	0.43	0.0012	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000039098,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221,10090.ENSMUSP00000134272	Stat5a,Nanog,Brca1,Hdac2,Myc,Runx1,Pou5f1,Cnot3,Egr1,Foxm1,Pml,Sox2,Taf1,Tcf3,Klf4,Nr1h3,Brd4,Sin3a,Nelfe
GO:0030900	Forebrain development	7	438	0.91	0.0013	10090.ENSMUSP00000019911,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000130221	Hdac2,Xrn2,Kdm2b,Sox2,Kat2a,E2f1,Sin3a
GO:0051100	Negative regulation of binding	5	171	1.18	0.0013	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000098895,10090.ENSMUSP00000099434,10090.ENSMUSP00000130221	Hdac2,Myc,Taf1,E2f1,Sin3a
GO:0007423	Sensory organ development	8	617	0.82	0.0014	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000045281,10090.ENSMUSP00000096755,10090.ENSMUSP00000103245,10090.ENSMUSP00000106025	Hdac2,Myc,Xrn2,Kdm2b,Pbx3,Sox2,Klf4,Max
GO:0044030	Regulation of dna methylation	3	27	1.76	0.0015	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000022971	Spi1,Brca1,Myc
GO:0048511	Rhythmic process	6	305	1.0	0.0016	10090.ENSMUSP00000004145,10090.ENSMUSP00000019911,10090.ENSMUSP00000043909,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000130221	Stat5a,Hdac2,Nfya,Egr1,Pml,Sin3a
GO:0045638	Negative regulation of myeloid cell differentiation	4	88	1.37	0.0017	10090.ENSMUSP00000004145,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000100979	Stat5a,Myc,Runx1,Tcf3
GO:0071363	Cellular response to growth factor stimulus	7	459	0.89	0.0017	10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000103245	Runx1,Pou5f1,Egr1,Pml,Kat2a,E2f1,Klf4
GO:0051128	Regulation of cellular component organization	15	2438	0.5	0.0019	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000025271,10090.ENSMUSP00000030993,10090.ENSMUSP00000038229,10090.ENSMUSP00000065645,10090.ENSMUSP00000082816,10090.ENSMUSP00000099407,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221,10090.ENSMUSP00000134272	Spi1,Brca1,Hdac2,Myc,Pou5f1,Nelfa,Kdm2b,Taf7,Pml,Kat2a,Klf4,Nr1h3,Brd4,Sin3a,Nelfe
GO:0097306	Cellular response to alcohol	4	91	1.35	0.0019	10090.ENSMUSP00000002180,10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000103245	Spi1,Nanog,Brca1,Klf4
GO:0000077	DNA damage checkpoint	4	92	1.35	0.0020	10090.ENSMUSP00000017290,10090.ENSMUSP00000082816,10090.ENSMUSP00000099434,10090.ENSMUSP00000107641	Brca1,Pml,E2f1,Atf2
GO:0022603	Regulation of anatomical structure morphogenesis	10	1090	0.67	0.0021	10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000082816,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641,10090.ENSMUSP00000130221	Nanog,Brca1,Hdac2,Myc,Runx1,Pou5f1,Pml,Klf4,Atf2,Sin3a
GO:0006974	Cellular response to dna damage stimulus	8	667	0.79	0.0022	10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000028921,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000099434,10090.ENSMUSP00000107641	Brca1,Myc,Xrn2,Foxm1,Pml,Taf1,E2f1,Atf2
GO:0033993	Response to lipid	9	872	0.72	0.0022	10090.ENSMUSP00000012540,10090.ENSMUSP00000023673,10090.ENSMUSP00000025271,10090.ENSMUSP00000065645,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988	Nanog,Runx1,Pou5f1,Taf7,Sox2,E2f1,Tcf3,Klf4,Nr1h3
GO:0042592	Homeostatic process	12	1634	0.58	0.0026	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000015003,10090.ENSMUSP00000022971,10090.ENSMUSP00000064366,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000085423,10090.ENSMUSP00000100979,10090.ENSMUSP00000106988,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Spi1,Stat5a,E2f4,Myc,Klf1,Egr1,Pml,Zfx,Tcf3,Nr1h3,Usf1,Sin3a
GO:0001817	Regulation of cytokine production	8	698	0.77	0.0030	10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000023673,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641	Stat5a,Brca1,Hdac2,Runx1,Egr1,Pml,Klf4,Atf2
GO:0045637	Regulation of myeloid cell differentiation	5	211	1.08	0.0032	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000100979	Spi1,Stat5a,Myc,Runx1,Tcf3
GO:1901342	Regulation of vasculature development	6	349	0.95	0.0032	10090.ENSMUSP00000017290,10090.ENSMUSP00000023673,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641	Brca1,Runx1,Egr1,Pml,Klf4,Atf2
GO:0051054	Positive regulation of dna metabolic process	5	212	1.08	0.0033	10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000103245	Brca1,Myc,Foxm1,Pml,Klf4
GO:0043010	Camera-type eye development	6	355	0.94	0.0035	10090.ENSMUSP00000019911,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000096755,10090.ENSMUSP00000103245,10090.ENSMUSP00000106025	Hdac2,Xrn2,Kdm2b,Sox2,Klf4,Max
GO:0034243	Regulation of transcription elongation from rna polymerase ii promoter	3	38	1.61	0.0036	10090.ENSMUSP00000030993,10090.ENSMUSP00000113070,10090.ENSMUSP00000134272	Nelfa,Brd4,Nelfe
GO:2000045	Regulation of g1/s transition of mitotic cell cycle	4	110	1.27	0.0037	10090.ENSMUSP00000082816,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245	Pml,E2f1,Tcf3,Klf4
GO:0035239	Tube morphogenesis	8	728	0.75	0.0039	10090.ENSMUSP00000002180,10090.ENSMUSP00000022971,10090.ENSMUSP00000038229,10090.ENSMUSP00000045993,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407	Spi1,Myc,Kdm2b,Mycn,Foxm1,Pml,Sox2,Kat2a
GO:0051052	Regulation of dna metabolic process	6	365	0.93	0.0040	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000103245	Spi1,Brca1,Myc,Foxm1,Pml,Klf4
GO:0051129	Negative regulation of cellular component organization	8	733	0.75	0.0041	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000065645,10090.ENSMUSP00000082816,10090.ENSMUSP00000099407,10090.ENSMUSP00000106988,10090.ENSMUSP00000130221	Spi1,Brca1,Hdac2,Taf7,Pml,Kat2a,Nr1h3,Sin3a
GO:0060562	Epithelial tube morphogenesis	6	367	0.92	0.0041	10090.ENSMUSP00000022971,10090.ENSMUSP00000038229,10090.ENSMUSP00000045993,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407	Myc,Kdm2b,Mycn,Pml,Sox2,Kat2a
GO:0007399	Nervous system development	14	2358	0.48	0.0051	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000045281,10090.ENSMUSP00000045993,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000130221	Hdac2,Myc,Runx1,Xrn2,Kdm2b,Pbx3,Mycn,Sox2,Taf1,Kat2a,E2f1,Tcf3,Klf4,Sin3a
GO:0045343	Regulation of mhc class i biosynthetic process	2	6	2.23	0.0052	10090.ENSMUSP00000065645,10090.ENSMUSP00000082816	Taf7,Pml
GO:0045347	Negative regulation of mhc class ii biosynthetic process	2	6	2.23	0.0052	10090.ENSMUSP00000002180,10090.ENSMUSP00000065645	Spi1,Taf7
GO:0010639	Negative regulation of organelle organization	6	388	0.9	0.0054	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000065645,10090.ENSMUSP00000082816,10090.ENSMUSP00000099407,10090.ENSMUSP00000130221	Spi1,Brca1,Taf7,Pml,Kat2a,Sin3a
GO:0006950	Response to stress	16	3045	0.43	0.0057	10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000028921,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000099434,10090.ENSMUSP00000103245,10090.ENSMUSP00000106025,10090.ENSMUSP00000107641,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Stat5a,Brca1,Hdac2,Myc,Runx1,Xrn2,Egr1,Foxm1,Pml,Taf1,E2f1,Klf4,Max,Atf2,Usf1,Sin3a
GO:0031401	Positive regulation of protein modification process	10	1243	0.62	0.0057	10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000030993,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000113070,10090.ENSMUSP00000134272	Brca1,Hdac2,Nelfa,Egr1,Pml,Sox2,Kat2a,Tcf3,Brd4,Nelfe
GO:0048584	Positive regulation of response to stimulus	13	2080	0.51	0.0057	10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000025271,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000106988,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221,10090.ENSMUSP00000134272	Stat5a,Brca1,Hdac2,Myc,Pou5f1,Foxm1,Pml,Sox2,Taf1,Nr1h3,Brd4,Sin3a,Nelfe
GO:0003006	Developmental process involved in reproduction	9	1005	0.66	0.0059	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000080765,10090.ENSMUSP00000085423,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000124317	Stat5a,Nanog,Xrn2,Kdm2b,Zfp42,Zfx,Sox2,E2f1,Tbp
GO:0030099	Myeloid cell differentiation	5	247	1.02	0.0061	10090.ENSMUSP00000002180,10090.ENSMUSP00000023673,10090.ENSMUSP00000064366,10090.ENSMUSP00000082816,10090.ENSMUSP00000100979	Spi1,Runx1,Klf1,Pml,Tcf3
GO:0051972	Regulation of telomerase activity	3	47	1.51	0.0062	10090.ENSMUSP00000022971,10090.ENSMUSP00000082816,10090.ENSMUSP00000103245	Myc,Pml,Klf4
GO:0090241	Negative regulation of histone h4 acetylation	2	7	2.17	0.0064	10090.ENSMUSP00000002180,10090.ENSMUSP00000065645	Spi1,Taf7
GO:1903706	Regulation of hemopoiesis	6	403	0.88	0.0064	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979	Spi1,Stat5a,Myc,Runx1,Kat2a,Tcf3
GO:0030901	Midbrain development	3	49	1.5	0.0069	10090.ENSMUSP00000038229,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407	Kdm2b,Taf1,Kat2a
GO:0048872	Homeostasis of number of cells	5	255	1.0	0.0070	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000064366,10090.ENSMUSP00000085423,10090.ENSMUSP00000100979	Spi1,Stat5a,Klf1,Zfx,Tcf3
GO:0065008	Regulation of biological quality	18	3822	0.38	0.0070	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000015003,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000039098,10090.ENSMUSP00000064366,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000085423,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000106988,10090.ENSMUSP00000107641,10090.ENSMUSP00000125729,10090.ENSMUSP00000130221	Spi1,Stat5a,E2f4,Myc,Runx1,Cnot3,Klf1,Egr1,Pml,Zfx,Taf1,Kat2a,E2f1,Tcf3,Nr1h3,Atf2,Usf1,Sin3a
GO:0045646	Regulation of erythrocyte differentiation	3	50	1.49	0.0072	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000100979	Spi1,Stat5a,Tcf3
GO:0043983	Histone h4-k12 acetylation	2	8	2.11	0.0078	10090.ENSMUSP00000099407,10090.ENSMUSP00000113070	Kat2a,Brd4
GO:0044154	Histone h3-k14 acetylation	2	8	2.11	0.0078	10090.ENSMUSP00000099407,10090.ENSMUSP00000113070	Kat2a,Brd4
GO:0061614	pri-miRNA transcription by RNA polymerase II	2	8	2.11	0.0078	10090.ENSMUSP00000002180,10090.ENSMUSP00000103245	Spi1,Klf4
