NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_NEGATIVE_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY	8		Rejected!	
GOBP_MULTI_ORGANISM_LOCALIZATION	66	58		
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT	157	108		
GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION	42	35		
GOBP_NEGATIVE_REGULATION_OF_NEUTROPHIL_MIGRATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION	29	23		
GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS	20		Rejected!	
GOBP_CALCIUM_ION_IMPORT_INTO_CYTOSOL	21	17		
GOBP_REGULATION_OF_AXON_GUIDANCE	14		Rejected!	
GOBP_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE	18	16		
GOBP_REGULATION_OF_NEUROBLAST_PROLIFERATION	31	24		
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_PROLIFERATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_PROLIFERATION	5		Rejected!	
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	36	33		
GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	53	47		
GOBP_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	37	33		
GOBP_REGULATION_OF_LENS_FIBER_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	219	202		
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	111	100		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	30	28		
GOBP_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT	7		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT	6		Rejected!	
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	195	149		
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	124	95		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	56	39		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MICROTUBULE	5		Rejected!	
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	143	135		
GOBP_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY	8		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	93	73		
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	27	17		
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	40	37		
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	15		Rejected!	
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	370	338		
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	161	143		
GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	25	23		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	12		Rejected!	
GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	75	60		
GOBP_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	23		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME	10		Rejected!	
GOBP_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY	8		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	6		Rejected!	
GOBP_REGULATION_OF_ASPARTIC_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME	8		Rejected!	
GOBP_MITOTIC_DNA_REPLICATION	16	16		
GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	55	40		
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	33	21		
GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	25	22		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEUBIQUITINATION	7		Rejected!	
GOBP_ORGANELLE_DISASSEMBLY	107	99		
GOBP_REGULATION_OF_BONE_DEVELOPMENT	7		Rejected!	
GOBP_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	62	43		
GOBP_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	29	15		
GOBP_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	27	22		
GOBP_REGULATION_OF_RNA_POLYMERASE_II_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RNA_POLYMERASE_II_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING	7		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING	164	138		
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	90	76		
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	72	58		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	138	101		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	234	179		
GOBP_PROTEIN_LOCALIZATION_TO_MEMBRANE_RAFT	8		Rejected!	
GOBP_MEIOTIC_CELL_CYCLE_PROCESS	190	147		
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS	65	57		
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS	127	120		
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	47	44		
GOBP_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	23	22		
GOBP_REGULATION_OF_PROTEIN_LIPIDATION	7		Rejected!	
GOBP_REGULATION_OF_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	100	89		
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	37	36		
GOBP_REGULATION_OF_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY	6		Rejected!	
GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	411	331		
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	31	30		
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	7		Rejected!	
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	145	118		
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	39	30		
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH	68	53		
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH	50	36		
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH	22	20		
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH	16		Rejected!	
GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION	44	41		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH	5		Rejected!	
GOBP_REGULATION_OF_ENDODERMAL_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_MELANOSOME_ASSEMBLY	5		Rejected!	
GOBP_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING	8		Rejected!	
GOBP_MULTI_CILIATED_EPITHELIAL_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	11		Rejected!	
GOBP_REGULATION_OF_POTASSIUM_ION_IMPORT	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	5		Rejected!	
GOBP_REGULATION_OF_HEXOKINASE_ACTIVITY	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HEXOKINASE_ACTIVITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEXOKINASE_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	136	115		
GOBP_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	22	19		
GOBP_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	51	39		
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	334	312		
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	88	81		
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	84	81		
GOBP_REGULATION_OF_PROTEIN_MATURATION	63	51		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION	27	19		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MATURATION	26	23		
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	236	222		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	91	84		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	136	126		
GOBP_REGULATION_OF_PROTEIN_FOLDING	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_FOLDING	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	7		Rejected!	
GOBP_RESPONSE_TO_DOPAMINE	90	59		
GOBP_REGULATION_OF_GOLGI_ORGANIZATION	17	16		
GOBP_PROTEIN_LOCALIZATION_TO_BASOLATERAL_PLASMA_MEMBRANE	8		Rejected!	
GOBP_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	251	235		
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	77	68		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	150	143		
GOBP_REGULATION_OF_FEAR_RESPONSE	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FEAR_RESPONSE	7		Rejected!	
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	5		Rejected!	
GOBP_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION	5		Rejected!	
GOBP_L_ARGININE_TRANSMEMBRANE_TRANSPORT	7		Rejected!	
GOBP_L_LYSINE_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEAR_BODY	12		Rejected!	
GOBP_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	123	93		
GOBP_RESPONSE_TO_BILE_ACID	5		Rejected!	
GOBP_RESPONSE_TO_GLYCOSIDE	5		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING	23	23		
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING	8		Rejected!	
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	99	75		
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	35	24		
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	55	41		
GOBP_REGULATION_OF_CELL_MATURATION	21	17		
GOBP_NEGATIVE_REGULATION_OF_CELL_MATURATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_MATURATION	9		Rejected!	
GOBP_REGULATION_OF_TORC1_SIGNALING	39	35		
GOBP_PROTEIN_LOCALIZATION_TO_CILIARY_MEMBRANE	12		Rejected!	
GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS	112	99		
GOBP_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS	115	101		
GOBP_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT	28	27		
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM	34	28		
GOBP_REGULATION_OF_BLOOD_CIRCULATION	290	241		
GOBP_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	25	18		
GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	40	36		
GOBP_REGULATION_OF_MEMBRANE_TUBULATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_TUBULATION	5		Rejected!	
GOBP_REGULATION_OF_PROTEIN_TARGETING	81	75		
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_POSTSYNAPTIC_MEMBRANE	15		Rejected!	
GOBP_REGULATION_OF_EXOSOMAL_SECRETION	16		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_PHOTORECEPTOR_OUTER_SEGMENT	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	73	49		
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	90	74		
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CILIUM	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CILIUM	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	44	42		
GOBP_REGULATION_OF_ATP_METABOLIC_PROCESS	119	104		
GOBP_NEGATIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	29	26		
GOBP_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	41	35		
GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	25		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	22		Rejected!	
GOBP_REGULATION_OF_GAP_JUNCTION_ASSEMBLY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	9		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CYTOPLASMIC_STRESS_GRANULE	7		Rejected!	
GOBP_REGULATION_OF_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_DNA_CATABOLIC_PROCESS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_CATABOLIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_CHAPERONE_MEDIATED_PROTEIN_FOLDING	5		Rejected!	
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSPORT	27	26		
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT	13		Rejected!	
GOBP_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY	8		Rejected!	
GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS	60	35		
GOBP_NEGATIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS	28	19		
GOBP_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	5		Rejected!	
GOBP_REGULATION_OF_HEMOPOIESIS	415	320		
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS	105	82		
GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS	154	125		
GOBP_REGULATION_OF_AEROBIC_RESPIRATION	8		Rejected!	
GOBP_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION	6		Rejected!	
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	36	32		
GOBP_NEGATIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	14		Rejected!	
GOBP_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION	14		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	72	65		
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	58	53		
GOBP_NEGATIVE_REGULATION_OF_P38MAPK_CASCADE	8		Rejected!	
GOBP_REGULATION_OF_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	8		Rejected!	
GOBP_REGULATION_OF_CARDIAC_CONDUCTION	59	51		
GOBP_NEGATIVE_REGULATION_OF_ANION_TRANSPORT	217	164		
GOBP_POSITIVE_REGULATION_OF_ANION_TRANSPORT	477	414		
GOBP_REGULATION_OF_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MIRNAS_INVOLVED_IN_GENE_SILENCING_BY_MIRNA	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MIRNAS_INVOLVED_IN_GENE_SILENCING_BY_MIRNA	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	15		Rejected!	
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	155	135		
GOBP_ARGININE_TRANSMEMBRANE_TRANSPORT	9		Rejected!	
GOBP_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	547		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	112	101		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	295	275		
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	130	114		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	29	27		
GOBP_REGULATION_OF_DENDRITE_EXTENSION	27	23		
GOBP_EXTRAEMBRYONIC_MEMBRANE_DEVELOPMENT	7		Rejected!	
GOBP_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	7		Rejected!	
GOBP_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	6		Rejected!	
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE	148	112		
GOBP_NEGATIVE_REGULATION_OF_VIRAL_LIFE_CYCLE	24	16		
GOBP_POSITIVE_REGULATION_OF_VIRAL_LIFE_CYCLE	32	27		
GOBP_REGULATION_OF_RECEPTOR_CLUSTERING	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_CLUSTERING	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_EIF2_ALPHA_PHOSPHORYLATION	5		Rejected!	
GOBP_RESPONSE_TO_SODIUM_ARSENITE	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_SODIUM_ARSENITE	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION	32	31		
GOBP_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	111	91		
GOBP_NEGATIVE_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	35	28		
GOBP_POSITIVE_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	61	48		
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR_STIMULUS	5		Rejected!	
GOBP_REGULATION_OF_GLIAL_CELL_MIGRATION	19	15		
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_MIGRATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_MIGRATION	13		Rejected!	
GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	20	16		
GOBP_NEGATIVE_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	10		Rejected!	
GOBP_REGULATION_OF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY	8		Rejected!	
GOBP_REGULATION_OF_EATING_BEHAVIOR	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	175	136		
GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS	116	89		
GOBP_REGULATION_OF_COLLAGEN_FIBRIL_ORGANIZATION	7		Rejected!	
GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	105	94		
GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	33	30		
GOBP_POSITIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	34	31		
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	94	68		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	50	37		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	40	27		
GOBP_RESPONSE_TO_ALDOSTERONE	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SENSORY_PERCEPTION_OF_PAIN	6		Rejected!	
GOBP_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	340	280		
GOBP_NEGATIVE_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	87	69		
GOBP_POSITIVE_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	141	113		
GOBP_REGULATION_OF_AUTOPHAGIC_CELL_DEATH	5		Rejected!	
GOBP_MICROGLIAL_CELL_MIGRATION	8		Rejected!	
GOBP_REGULATION_OF_RETROGRADE_PROTEIN_TRANSPORT_ER_TO_CYTOSOL	13		Rejected!	
GOBP_AXONEMAL_CENTRAL_APPARATUS_ASSEMBLY	5		Rejected!	
GOBP_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION	11		Rejected!	
GOBP_REGULATION_OF_SERINE_C_PALMITOYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOBP_PERICYTE_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_REGULATION_OF_BILE_ACID_METABOLIC_PROCESS	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BASEMENT_MEMBRANE_ASSEMBLY_INVOLVED_IN_EMBRYONIC_BODY_MORPHOGENESIS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING	17	15		
GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING	17	16		
GOBP_REGULATION_OF_ERAD_PATHWAY	19	19		
GOBP_NEGATIVE_REGULATION_OF_ERAD_PATHWAY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ERAD_PATHWAY	13		Rejected!	
